dev,dev_type,dev_loc,dev_abs,isi,no_tones,base_freq,freq_dev,freq_dev_type,freq_loc,freq_dev_no,trial_no,block_no,iti,freq_diff,freq_diff_abs
,,,,700,7,40000,,,,,23,1,2414,[False],[False]
36,late,4,36,700,7,192,[220],['higher'],[2],1,24,1,2494,[28],[28]
,,,,700,7,40000,,,,,25,1,2072,[False],[False]
8,late,5,8,700,7,440,[192],['lower'],[7],1,26,1,2268,[-248],[248]
-63,early,5,63,700,7,440,[392],['lower'],[3],1,27,1,2201,[-48],[48]
36,late,5,36,700,7,220,[192],['lower'],[7],1,28,1,2224,[-28],[28]
0,on_time,5,0,700,7,440,[192],['lower'],[3],1,29,1,2278,[-248],[248]
,,,,700,7,40000,,,,,30,1,2288,[False],[False]
4,late,5,4,700,7,192,[392],['higher'],[3],1,31,1,2420,[200],[200]
,,,,700,7,40000,,,,,32,1,2257,[False],[False]
27,late,5,27,700,7,440,[220],['lower'],[7],1,33,1,2021,[-220],[220]
4,late,5,4,700,7,192,[392],['higher'],[3],1,34,1,2389,[200],[200]
,,,,700,7,40000,,,,,35,1,2044,[False],[False]
8,late,6,8,700,7,220,[False],['standard'],[False],0,36,1,2146,[False],[False]
-48,early,5,48,700,7,192,"[392, 440]","['higher', 'higher']","[3, 4]",2,37,1,2377,"[200, 248]","[200, 248]"
4,late,5,4,700,7,192,[392],['higher'],[3],1,38,1,2009,[200],[200]
4,late,4,4,700,7,392,[220],['lower'],[3],1,39,1,2483,[-172],[172]
,,,,700,7,40000,,,,,40,1,2038,[False],[False]
0,on_time,5,0,700,7,440,[192],['lower'],[3],1,41,1,2261,[-248],[248]
-13,early,5,13,700,7,192,"[220, 440, 392]","['higher', 'higher', 'higher']","[2, 4, 7]",3,42,1,2272,"[28, 248, 200]","[28, 248, 200]"
,,,,700,7,40000,,,,,43,1,2339,[False],[False]
-4,early,6,4,700,7,192,[False],['standard'],[False],0,44,1,2316,[False],[False]
100,late,5,100,700,7,392,[220],['lower'],[7],1,45,1,2091,[-172],[172]
,,,,700,7,40000,,,,,46,1,2221,[False],[False]
-100,early,6,100,700,7,220,[False],['standard'],[False],0,47,1,2298,[False],[False]
,,,,700,7,40000,,,,,48,1,2462,[False],[False]
-27,early,6,27,700,7,220,[False],['standard'],[False],0,49,1,2491,[False],[False]
-4,early,6,4,700,7,192,[False],['standard'],[False],0,50,1,2184,[False],[False]
,,,,700,7,40000,,,,,51,1,2011,[False],[False]
-27,early,5,27,700,7,192,"[440, 392, 220]","['higher', 'higher', 'higher']","[3, 7, 4]",3,52,1,2468,"[248, 200, 28]","[248, 200, 28]"
,,,,700,7,40000,,,,,53,1,2381,[False],[False]
-63,early,4,63,700,7,440,[192],['lower'],[7],1,54,1,2198,[-248],[248]
,,,,700,7,40000,,,,,55,1,2244,[False],[False]
63,late,6,63,700,7,440,[False],['standard'],[False],0,56,1,2471,[False],[False]
,,,,700,7,40000,,,,,57,1,2434,[False],[False]
125,late,6,125,700,7,392,"[192, 220]","['lower', 'lower']","[5, 2]",2,58,1,2487,"[-200, -172]","[200, 172]"
36,late,5,36,700,7,220,[192],['lower'],[7],1,59,1,2006,[-28],[28]
,,,,700,7,40000,,,,,60,1,2186,[False],[False]
0,on_time,4,0,700,7,440,"[392, 220, 192]","['lower', 'lower', 'lower']","[2, 6, 3]",3,61,1,2264,"[-48, -220, -248]","[48, 220, 248]"
27,late,4,27,700,7,220,"[440, 440]","['higher', 'higher']","[2, 6]",2,62,1,2239,"[220, 220]","[220, 220]"
-63,early,6,63,700,7,220,"[192, 440]","['lower', 'higher']","[2, 4]",2,63,1,2459,"[-28, 220]","[28, 220]"
-27,early,5,27,700,7,192,"[440, 392, 220]","['higher', 'higher', 'higher']","[3, 7, 4]",3,64,1,2282,"[248, 200, 28]","[248, 200, 28]"
63,late,6,63,700,7,440,[False],['standard'],[False],0,65,1,2187,[False],[False]
,,,,700,7,40000,,,,,66,1,2067,[False],[False]
-4,early,5,4,700,7,440,[192],['lower'],[4],1,67,1,2030,[-248],[248]
19,late,4,19,700,7,440,"[192, 220]","['lower', 'lower']","[6, 7]",2,68,1,2240,"[-248, -220]","[248, 220]"
-27,early,4,27,700,7,392,"[440, 220, 192]","['higher', 'lower', 'lower']","[6, 3, 2]",3,69,1,2039,"[48, -172, -200]","[48, 172, 200]"
63,late,4,63,700,7,392,[False],['standard'],[False],0,70,1,2371,[False],[False]
,,,,700,7,40000,,,,,71,1,2188,[False],[False]
-48,early,5,48,700,7,192,"[392, 440]","['higher', 'higher']","[3, 4]",2,72,1,2265,"[200, 248]","[200, 248]"
-27,early,6,27,700,7,220,[False],['standard'],[False],0,73,1,2174,[False],[False]
8,late,5,8,700,7,440,[192],['lower'],[7],1,74,1,2388,[-248],[248]
48,late,5,48,700,7,192,"[440, 220]","['higher', 'higher']","[2, 7]",2,75,1,2035,"[248, 28]","[248, 28]"
36,late,4,36,700,7,192,[220],['higher'],[2],1,76,1,2457,[28],[28]
-36,early,5,36,700,7,192,[False],['standard'],[False],0,77,1,2485,[False],[False]
13,late,4,13,700,7,192,[440],['higher'],[2],1,78,1,2448,[248],[248]
,,,,700,7,40000,,,,,79,1,2207,[False],[False]
125,late,4,125,700,7,440,"[392, 192]","['lower', 'lower']","[3, 6]",2,80,1,2036,"[-48, -248]","[48, 248]"
80,late,5,80,700,7,440,[False],['standard'],[False],0,81,1,2310,[False],[False]
,,,,700,7,40000,,,,,82,1,2149,[False],[False]
63,late,6,63,700,7,440,[False],['standard'],[False],0,83,1,2329,[False],[False]
,,,,700,7,40000,,,,,84,1,2412,[False],[False]
-8,early,4,8,700,7,440,[False],['standard'],[False],0,85,1,2382,[False],[False]
27,late,5,27,700,7,440,[220],['lower'],[7],1,86,1,2465,[-220],[220]
-8,early,6,8,700,7,440,"[220, 392]","['lower', 'lower']","[4, 5]",2,87,1,2279,"[-220, -48]","[220, 48]"
,,,,700,7,40000,,,,,88,1,2120,[False],[False]
100,late,4,100,700,7,440,"[192, 192, 392]","['lower', 'lower', 'lower']","[2, 3, 7]",3,89,1,2425,"[-248, -248, -48]","[248, 248, 48]"
,,,,700,7,40000,,,,,90,1,2259,[False],[False]
0,on_time,6,0,700,7,440,"[392, 392]","['lower', 'lower']","[4, 5]",2,91,1,2202,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,92,1,2115,[False],[False]
27,late,6,27,700,7,220,"[192, 440, 440]","['lower', 'higher', 'higher']","[2, 4, 3]",3,93,1,2112,"[-28, 220, 220]","[28, 220, 220]"
,,,,700,7,40000,,,,,94,1,2052,[False],[False]
-125,early,4,125,700,7,192,"[220, 392, 440]","['higher', 'higher', 'higher']","[6, 7, 3]",3,95,1,2484,"[28, 200, 248]","[28, 200, 248]"
,,,,700,7,40000,,,,,96,1,2421,[False],[False]
63,late,6,63,700,7,440,[False],['standard'],[False],0,97,1,2254,[False],[False]
13,late,5,13,700,7,192,[220],['higher'],[3],1,98,1,2495,[28],[28]
,,,,700,7,40000,,,,,99,1,2327,[False],[False]
48,late,6,48,700,7,440,"[192, 220, 220]","['lower', 'lower', 'lower']","[2, 4, 5]",3,100,1,2308,"[-248, -220, -220]","[248, 220, 220]"
,,,,700,7,40000,,,,,101,1,2488,[False],[False]
27,late,6,27,700,7,220,"[192, 440, 440]","['lower', 'higher', 'higher']","[2, 4, 3]",3,102,1,2141,"[-28, 220, 220]","[28, 220, 220]"
-63,early,4,63,700,7,440,[192],['lower'],[7],1,103,1,2319,[-248],[248]
,,,,700,7,40000,,,,,104,1,2189,[False],[False]
-100,early,5,100,700,7,220,"[392, 392, 392]","['higher', 'higher', 'higher']","[7, 4, 2]",3,105,1,2066,"[172, 172, 172]","[172, 172, 172]"
,,,,700,7,40000,,,,,106,1,2097,[False],[False]
-8,early,6,8,700,7,440,"[220, 392]","['lower', 'lower']","[4, 5]",2,107,1,2493,"[-220, -48]","[220, 48]"
-36,early,6,36,700,7,192,"[440, 220]","['higher', 'higher']","[4, 2]",2,108,1,2180,"[248, 28]","[248, 28]"
4,late,6,4,700,7,220,[392],['higher'],[4],1,1,2,2403,[172],[172]
-36,early,4,36,700,7,440,"[220, 220]","['lower', 'lower']","[6, 3]",2,2,2,2251,"[-220, -220]","[220, 220]"
4,late,4,4,700,7,392,[220],['lower'],[3],1,3,2,2404,[-172],[172]
,,,,700,7,40000,,,,,4,2,2312,[False],[False]
-48,early,5,48,700,7,192,"[392, 440]","['higher', 'higher']","[3, 4]",2,5,2,2129,"[200, 248]","[200, 248]"
,,,,700,7,40000,,,,,6,2,2365,[False],[False]
-80,early,6,80,700,7,392,"[440, 192, 192]","['higher', 'lower', 'lower']","[4, 3, 5]",3,7,2,2416,"[48, -200, -200]","[48, 200, 200]"
80,late,5,80,700,7,440,[False],['standard'],[False],0,8,2,2372,[False],[False]
,,,,700,7,40000,,,,,9,2,2105,[False],[False]
13,late,4,13,700,7,192,[440],['higher'],[2],1,10,2,2245,[248],[248]
,,,,700,7,40000,,,,,11,2,2138,[False],[False]
0,on_time,6,0,700,7,192,[392],['higher'],[2],1,12,2,2080,[200],[200]
,,,,700,7,40000,,,,,13,2,2294,[False],[False]
0,on_time,6,0,700,7,192,[392],['higher'],[2],1,14,2,2461,[200],[200]
63,late,4,63,700,7,392,[False],['standard'],[False],0,15,2,2241,[False],[False]
-13,early,5,13,700,7,192,"[220, 440, 392]","['higher', 'higher', 'higher']","[2, 4, 7]",3,16,2,2419,"[28, 248, 200]","[28, 248, 200]"
,,,,700,7,40000,,,,,17,2,2406,[False],[False]
-4,early,5,4,700,7,440,[192],['lower'],[4],1,18,2,2157,[-248],[248]
-63,early,4,63,700,7,440,[192],['lower'],[7],1,19,2,2343,[-248],[248]
0,on_time,5,0,700,7,440,"[192, 220]","['lower', 'lower']","[4, 2]",2,20,2,2022,"[-248, -220]","[248, 220]"
-27,early,6,27,700,7,220,[False],['standard'],[False],0,21,2,2147,[False],[False]
,,,,700,7,40000,,,,,22,2,2379,[False],[False]
-19,early,6,19,700,7,392,[False],['standard'],[False],0,23,2,2110,[False],[False]
-4,early,4,4,700,7,192,[False],['standard'],[False],0,24,2,2450,[False],[False]
-80,early,5,80,700,7,220,"[440, 192]","['higher', 'lower']","[3, 4]",2,25,2,2148,"[220, -28]","[220, 28]"
,,,,700,7,40000,,,,,26,2,2083,[False],[False]
13,late,5,13,700,7,192,[220],['higher'],[3],1,27,2,2275,[28],[28]
,,,,700,7,40000,,,,,28,2,2124,[False],[False]
13,late,5,13,700,7,192,[220],['higher'],[3],1,29,2,2237,[28],[28]
-80,early,6,80,700,7,392,"[440, 192, 192]","['higher', 'lower', 'lower']","[4, 3, 5]",3,30,2,2411,"[48, -200, -200]","[48, 200, 200]"
,,,,700,7,40000,,,,,31,2,2380,[False],[False]
-27,early,4,27,700,7,392,"[440, 220, 192]","['higher', 'lower', 'lower']","[6, 3, 2]",3,32,2,2217,"[48, -172, -200]","[48, 172, 200]"
80,late,4,80,700,7,392,[False],['standard'],[False],0,33,2,2227,[False],[False]
,,,,700,7,40000,,,,,34,2,2170,[False],[False]
125,late,6,125,700,7,392,"[192, 220]","['lower', 'lower']","[5, 2]",2,35,2,2334,"[-200, -172]","[200, 172]"
,,,,700,7,40000,,,,,36,2,2455,[False],[False]
100,late,5,100,700,7,392,[220],['lower'],[7],1,37,2,2116,[-172],[172]
63,late,5,63,700,7,440,[False],['standard'],[False],0,38,2,2332,[False],[False]
,,,,700,7,40000,,,,,39,2,2464,[False],[False]
-13,early,5,13,700,7,192,"[220, 440, 392]","['higher', 'higher', 'higher']","[2, 4, 7]",3,40,2,2059,"[28, 248, 200]","[28, 248, 200]"
-100,early,5,100,700,7,220,"[392, 392, 392]","['higher', 'higher', 'higher']","[7, 4, 2]",3,41,2,2255,"[172, 172, 172]","[172, 172, 172]"
,,,,700,7,40000,,,,,42,2,2177,[False],[False]
-19,early,6,19,700,7,392,[False],['standard'],[False],0,43,2,2160,[False],[False]
-48,early,6,48,700,7,440,"[392, 192]","['lower', 'lower']","[3, 5]",2,44,2,2018,"[-48, -248]","[48, 248]"
,,,,700,7,40000,,,,,45,2,2046,[False],[False]
19,late,5,19,700,7,192,"[220, 392, 220]","['higher', 'higher', 'higher']","[3, 7, 2]",3,46,2,2007,"[28, 200, 28]","[28, 200, 28]"
-80,early,4,80,700,7,220,[440],['higher'],[2],1,47,2,2118,[220],[220]
0,on_time,4,0,700,7,440,"[392, 220, 192]","['lower', 'lower', 'lower']","[2, 6, 3]",3,48,2,2032,"[-48, -220, -248]","[48, 220, 248]"
-100,early,4,100,700,7,220,[False],['standard'],[False],0,49,2,2113,[False],[False]
-100,early,4,100,700,7,220,[False],['standard'],[False],0,50,2,2209,[False],[False]
,,,,700,7,40000,,,,,51,2,2451,[False],[False]
0,on_time,5,0,700,7,440,"[192, 220]","['lower', 'lower']","[4, 2]",2,52,2,2142,"[-248, -220]","[248, 220]"
27,late,4,27,700,7,220,"[440, 440]","['higher', 'higher']","[2, 6]",2,53,2,2100,"[220, 220]","[220, 220]"
,,,,700,7,40000,,,,,54,2,2402,[False],[False]
27,late,4,27,700,7,220,"[440, 440]","['higher', 'higher']","[2, 6]",2,55,2,2429,"[220, 220]","[220, 220]"
,,,,700,7,40000,,,,,56,2,2019,[False],[False]
-27,early,6,27,700,7,220,[False],['standard'],[False],0,57,2,2352,[False],[False]
,,,,700,7,40000,,,,,58,2,2069,[False],[False]
-19,early,6,19,700,7,392,[False],['standard'],[False],0,59,2,2353,[False],[False]
-125,early,5,125,700,7,440,"[192, 220]","['lower', 'lower']","[4, 3]",2,60,2,2473,"[-248, -220]","[248, 220]"
,,,,700,7,40000,,,,,61,2,2463,[False],[False]
100,late,5,100,700,7,392,[220],['lower'],[7],1,62,2,2165,[-172],[172]
,,,,700,7,40000,,,,,63,2,2444,[False],[False]
-19,early,5,19,700,7,440,[220],['lower'],[7],1,64,2,2423,[-220],[220]
-63,early,6,63,700,7,220,"[192, 440]","['lower', 'higher']","[2, 4]",2,65,2,2355,"[-28, 220]","[28, 220]"
,,,,700,7,40000,,,,,66,2,2432,[False],[False]
48,late,5,48,700,7,192,"[440, 220]","['higher', 'higher']","[2, 7]",2,67,2,2090,"[248, 28]","[248, 28]"
-4,early,5,4,700,7,440,[192],['lower'],[4],1,68,2,2442,[-248],[248]
-19,early,4,19,700,7,440,[192],['lower'],[6],1,69,2,2094,[-248],[248]
,,,,700,7,40000,,,,,70,2,2276,[False],[False]
80,late,6,80,700,7,440,"[392, 192, 192]","['lower', 'lower', 'lower']","[3, 5, 2]",3,71,2,2003,"[-48, -248, -248]","[48, 248, 248]"
-125,early,4,125,700,7,192,"[220, 392, 440]","['higher', 'higher', 'higher']","[6, 7, 3]",3,72,2,2193,"[28, 200, 248]","[28, 200, 248]"
,,,,700,7,40000,,,,,73,2,2078,[False],[False]
48,late,4,48,700,7,392,"[440, 192, 192]","['higher', 'lower', 'lower']","[6, 3, 7]",3,74,2,2135,"[48, -200, -200]","[48, 200, 200]"
36,late,6,36,700,7,220,[False],['standard'],[False],0,75,2,2362,[False],[False]
,,,,700,7,40000,,,,,76,2,2285,[False],[False]
80,late,5,80,700,7,440,[False],['standard'],[False],0,77,2,2396,[False],[False]
,,,,700,7,40000,,,,,78,2,2363,[False],[False]
19,late,4,19,700,7,440,"[192, 220]","['lower', 'lower']","[6, 7]",2,79,2,2342,"[-248, -220]","[248, 220]"
-36,early,5,36,700,7,192,[False],['standard'],[False],0,80,2,2093,[False],[False]
,,,,700,7,40000,,,,,81,2,2159,[False],[False]
-27,early,5,27,700,7,192,"[440, 392, 220]","['higher', 'higher', 'higher']","[3, 7, 4]",3,82,2,2191,"[248, 200, 28]","[248, 200, 28]"
,,,,700,7,40000,,,,,83,2,2015,[False],[False]
48,late,6,48,700,7,440,"[192, 220, 220]","['lower', 'lower', 'lower']","[2, 4, 5]",3,84,2,2280,"[-248, -220, -220]","[248, 220, 220]"
-19,early,4,19,700,7,440,[192],['lower'],[6],1,85,2,2029,[-248],[248]
-19,early,5,19,700,7,440,[220],['lower'],[7],1,86,2,2062,[-220],[220]
,,,,700,7,40000,,,,,87,2,2203,[False],[False]
4,late,5,4,700,7,192,[392],['higher'],[3],1,88,2,2211,[200],[200]
,,,,700,7,40000,,,,,89,2,2400,[False],[False]
-13,early,6,13,700,7,220,[440],['higher'],[2],1,90,2,2397,[220],[220]
,,,,700,7,40000,,,,,91,2,2086,[False],[False]
-13,early,4,13,700,7,220,"[440, 440, 392]","['higher', 'higher', 'higher']","[3, 7, 6]",3,92,2,2114,"[220, 220, 172]","[220, 220, 172]"
-125,early,5,125,700,7,440,"[192, 220]","['lower', 'lower']","[4, 3]",2,93,2,2383,"[-248, -220]","[248, 220]"
,,,,700,7,40000,,,,,94,2,2338,[False],[False]
125,late,5,125,700,7,192,[440],['higher'],[3],1,95,2,2161,[248],[248]
-48,early,6,48,700,7,440,"[392, 192]","['lower', 'lower']","[3, 5]",2,96,2,2395,"[-48, -248]","[48, 248]"
-63,early,4,63,700,7,440,[192],['lower'],[7],1,97,2,2250,[-248],[248]
,,,,700,7,40000,,,,,98,2,2292,[False],[False]
8,late,6,8,700,7,220,[False],['standard'],[False],0,99,2,2042,[False],[False]
-13,early,4,13,700,7,220,"[440, 440, 392]","['higher', 'higher', 'higher']","[3, 7, 6]",3,100,2,2103,"[220, 220, 172]","[220, 220, 172]"
,,,,700,7,40000,,,,,101,2,2458,[False],[False]
19,late,5,19,700,7,192,"[220, 392, 220]","['higher', 'higher', 'higher']","[3, 7, 2]",3,102,2,2154,"[28, 200, 28]","[28, 200, 28]"
-36,early,4,36,700,7,440,"[220, 220]","['lower', 'lower']","[6, 3]",2,103,2,2243,"[-220, -220]","[220, 220]"
,,,,700,7,40000,,,,,104,2,2108,[False],[False]
-4,early,5,4,700,7,440,[192],['lower'],[4],1,105,2,2181,[-248],[248]
,,,,700,7,40000,,,,,106,2,2054,[False],[False]
27,late,5,27,700,7,440,[220],['lower'],[7],1,107,2,2439,[-220],[220]
-100,early,6,100,700,7,220,[False],['standard'],[False],0,108,2,2407,[False],[False]
19,late,5,19,700,7,192,"[220, 392, 220]","['higher', 'higher', 'higher']","[3, 7, 2]",3,1,3,2031,"[28, 200, 28]","[28, 200, 28]"
,,,,700,7,40000,,,,,2,3,2437,[False],[False]
-13,early,6,13,700,7,220,[440],['higher'],[2],1,3,3,2047,[220],[220]
,,,,700,7,40000,,,,,4,3,2145,[False],[False]
100,late,5,100,700,7,392,[220],['lower'],[7],1,5,3,2478,[-172],[172]
,,,,700,7,40000,,,,,6,3,2453,[False],[False]
0,on_time,5,0,700,7,440,"[192, 220]","['lower', 'lower']","[4, 2]",2,7,3,2330,"[-248, -220]","[248, 220]"
13,late,4,13,700,7,192,[440],['higher'],[2],1,8,3,2137,[248],[248]
,,,,700,7,40000,,,,,9,3,2359,[False],[False]
48,late,5,48,700,7,192,"[440, 220]","['higher', 'higher']","[2, 7]",2,10,3,2454,"[248, 28]","[248, 28]"
,,,,700,7,40000,,,,,11,3,2302,[False],[False]
-4,early,4,4,700,7,192,[False],['standard'],[False],0,12,3,2340,[False],[False]
0,on_time,5,0,700,7,440,"[192, 220]","['lower', 'lower']","[4, 2]",2,13,3,2079,"[-248, -220]","[248, 220]"
-27,early,4,27,700,7,392,"[440, 220, 192]","['higher', 'lower', 'lower']","[6, 3, 2]",3,14,3,2361,"[48, -172, -200]","[48, 172, 200]"
8,late,6,8,700,7,220,[False],['standard'],[False],0,15,3,2364,[False],[False]
,,,,700,7,40000,,,,,16,3,2060,[False],[False]
-125,early,6,125,700,7,440,"[392, 392]","['lower', 'lower']","[2, 5]",2,17,3,2000,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,18,3,2125,[False],[False]
125,late,6,125,700,7,392,"[192, 220]","['lower', 'lower']","[5, 2]",2,19,3,2366,"[-200, -172]","[200, 172]"
48,late,4,48,700,7,392,"[440, 192, 192]","['higher', 'lower', 'lower']","[6, 3, 7]",3,20,3,2281,"[48, -200, -200]","[48, 200, 200]"
,,,,700,7,40000,,,,,21,3,2194,[False],[False]
80,late,4,80,700,7,392,[False],['standard'],[False],0,22,3,2081,[False],[False]
,,,,700,7,40000,,,,,23,3,2041,[False],[False]
-36,early,5,36,700,7,192,[False],['standard'],[False],0,24,3,2195,[False],[False]
-13,early,5,13,700,7,192,"[220, 440, 392]","['higher', 'higher', 'higher']","[2, 4, 7]",3,25,3,2205,"[28, 248, 200]","[28, 248, 200]"
100,late,6,100,700,7,392,[192],['lower'],[2],1,26,3,2333,[-200],[200]
-36,early,6,36,700,7,192,"[440, 220]","['higher', 'higher']","[4, 2]",2,27,3,2331,"[248, 28]","[248, 28]"
,,,,700,7,40000,,,,,28,3,2070,[False],[False]
0,on_time,4,0,700,7,440,"[392, 220, 192]","['lower', 'lower', 'lower']","[2, 6, 3]",3,29,3,2449,"[-48, -220, -248]","[48, 220, 248]"
63,late,5,63,700,7,440,[False],['standard'],[False],0,30,3,2446,[False],[False]
125,late,4,125,700,7,440,"[392, 192]","['lower', 'lower']","[3, 6]",2,31,3,2219,"[-48, -248]","[48, 248]"
48,late,6,48,700,7,440,"[192, 220, 220]","['lower', 'lower', 'lower']","[2, 4, 5]",3,32,3,2012,"[-248, -220, -220]","[248, 220, 220]"
,,,,700,7,40000,,,,,33,3,2497,[False],[False]
-4,early,4,4,700,7,192,[False],['standard'],[False],0,34,3,2082,[False],[False]
,,,,700,7,40000,,,,,35,3,2445,[False],[False]
36,late,4,36,700,7,192,[220],['higher'],[2],1,36,3,2284,[28],[28]
,,,,700,7,40000,,,,,37,3,2200,[False],[False]
8,late,4,8,700,7,392,[440],['higher'],[6],1,38,3,2336,[48],[48]
100,late,6,100,700,7,392,[192],['lower'],[2],1,39,3,2430,[-200],[200]
80,late,6,80,700,7,440,"[392, 192, 192]","['lower', 'lower', 'lower']","[3, 5, 2]",3,40,3,2335,"[-48, -248, -248]","[48, 248, 248]"
,,,,700,7,40000,,,,,41,3,2178,[False],[False]
4,late,6,4,700,7,220,[392],['higher'],[4],1,42,3,2071,[172],[172]
,,,,700,7,40000,,,,,43,3,2435,[False],[False]
100,late,6,100,700,7,392,[192],['lower'],[2],1,44,3,2475,[-200],[200]
,,,,700,7,40000,,,,,45,3,2293,[False],[False]
13,late,6,13,700,7,192,[440],['higher'],[2],1,46,3,2391,[248],[248]
48,late,5,48,700,7,192,"[440, 220]","['higher', 'higher']","[2, 7]",2,47,3,2452,"[248, 28]","[248, 28]"
,,,,700,7,40000,,,,,48,3,2102,[False],[False]
-48,early,6,48,700,7,440,"[392, 192]","['lower', 'lower']","[3, 5]",2,49,3,2089,"[-48, -248]","[48, 248]"
,,,,700,7,40000,,,,,50,3,2199,[False],[False]
48,late,6,48,700,7,440,"[192, 220, 220]","['lower', 'lower', 'lower']","[2, 4, 5]",3,51,3,2306,"[-248, -220, -220]","[248, 220, 220]"
48,late,4,48,700,7,392,"[440, 192, 192]","['higher', 'lower', 'lower']","[6, 3, 7]",3,52,3,2242,"[48, -200, -200]","[48, 200, 200]"
,,,,700,7,40000,,,,,53,3,2477,[False],[False]
27,late,4,27,700,7,220,"[440, 440]","['higher', 'higher']","[2, 6]",2,54,3,2489,"[220, 220]","[220, 220]"
-48,early,5,48,700,7,192,"[392, 440]","['higher', 'higher']","[3, 4]",2,55,3,2190,"[200, 248]","[200, 248]"
36,late,6,36,700,7,220,[False],['standard'],[False],0,56,3,2456,[False],[False]
-48,early,6,48,700,7,440,"[392, 192]","['lower', 'lower']","[3, 5]",2,57,3,2001,"[-48, -248]","[48, 248]"
,,,,700,7,40000,,,,,58,3,2107,[False],[False]
19,late,4,19,700,7,440,"[192, 220]","['lower', 'lower']","[6, 7]",2,59,3,2048,"[-248, -220]","[248, 220]"
,,,,700,7,40000,,,,,60,3,2121,[False],[False]
-80,early,4,80,700,7,220,[440],['higher'],[2],1,61,3,2126,[220],[220]
36,late,5,36,700,7,220,[192],['lower'],[7],1,62,3,2262,[-28],[28]
,,,,700,7,40000,,,,,63,3,2500,[False],[False]
8,late,6,8,700,7,220,[False],['standard'],[False],0,64,3,2171,[False],[False]
,,,,700,7,40000,,,,,65,3,2470,[False],[False]
100,late,6,100,700,7,392,[192],['lower'],[2],1,66,3,2469,[-200],[200]
19,late,5,19,700,7,192,"[220, 392, 220]","['higher', 'higher', 'higher']","[3, 7, 2]",3,67,3,2226,"[28, 200, 28]","[28, 200, 28]"
,,,,700,7,40000,,,,,68,3,2132,[False],[False]
-125,early,6,125,700,7,440,"[392, 392]","['lower', 'lower']","[2, 5]",2,69,3,2384,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,70,3,2085,[False],[False]
13,late,4,13,700,7,192,[440],['higher'],[2],1,71,3,2064,[248],[248]
-80,early,6,80,700,7,392,"[440, 192, 192]","['higher', 'lower', 'lower']","[4, 3, 5]",3,72,3,2408,"[48, -200, -200]","[48, 200, 200]"
-8,early,5,8,700,7,392,"[440, 192]","['higher', 'lower']","[4, 2]",2,73,3,2016,"[48, -200]","[48, 200]"
,,,,700,7,40000,,,,,74,3,2056,[False],[False]
19,late,6,19,700,7,440,"[220, 392]","['lower', 'lower']","[5, 2]",2,75,3,2347,"[-220, -48]","[220, 48]"
80,late,4,80,700,7,392,[False],['standard'],[False],0,76,3,2267,[False],[False]
