dev,dev_type,dev_loc,dev_abs,isi,no_tones,base_freq,freq_dev,freq_dev_type,freq_loc,freq_dev_no,trial_no,block_no,iti,freq_diff,freq_diff_abs
-48,early,6,48,700,7,220,"[392, 392, 192]","['higher', 'higher', 'lower']","[3, 2, 5]",3,77,1,2391,"[172, 172, -28]","[172, 172, 28]"
,,,,700,7,40000,,,,,78,1,2005,[False],[False]
-19,early,6,19,700,7,392,"[440, 440, 440]","['higher', 'higher', 'higher']","[4, 3, 2]",3,79,1,2467,"[48, 48, 48]","[48, 48, 48]"
,,,,700,7,40000,,,,,80,1,2083,[False],[False]
8,late,6,8,700,7,440,"[192, 192]","['lower', 'lower']","[5, 4]",2,81,1,2372,"[-248, -248]","[248, 248]"
48,late,6,48,700,7,220,[392],['higher'],[2],1,82,1,2208,[172],[172]
-80,early,5,80,700,7,220,[440],['higher'],[4],1,83,1,2408,[220],[220]
,,,,700,7,40000,,,,,84,1,2069,[False],[False]
125,late,6,125,700,7,392,[False],['standard'],[False],0,85,1,2181,[False],[False]
100,late,4,100,700,7,392,[False],['standard'],[False],0,86,1,2148,[False],[False]
-100,early,4,100,700,7,192,[False],['standard'],[False],0,87,1,2351,[False],[False]
,,,,700,7,40000,,,,,88,1,2436,[False],[False]
-19,early,5,19,700,7,220,[192],['lower'],[4],1,89,1,2128,[-28],[28]
,,,,700,7,40000,,,,,90,1,2266,[False],[False]
8,late,6,8,700,7,440,"[192, 192]","['lower', 'lower']","[5, 4]",2,91,1,2410,"[-248, -248]","[248, 248]"
,,,,700,7,40000,,,,,92,1,2289,[False],[False]
27,late,4,27,700,7,440,[392],['lower'],[2],1,93,1,2040,[-48],[48]
,,,,700,7,40000,,,,,94,1,2105,[False],[False]
-63,early,4,63,700,7,192,"[392, 440, 220]","['higher', 'higher', 'higher']","[3, 6, 7]",3,95,1,2319,"[200, 248, 28]","[200, 248, 28]"
,,,,700,7,40000,,,,,96,1,2325,[False],[False]
-19,early,6,19,700,7,392,"[440, 440, 440]","['higher', 'higher', 'higher']","[4, 3, 2]",3,97,1,2438,"[48, 48, 48]","[48, 48, 48]"
,,,,700,7,40000,,,,,98,1,2034,[False],[False]
125,late,4,125,700,7,392,[440],['higher'],[7],1,99,1,2296,[48],[48]
,,,,700,7,40000,,,,,100,1,2053,[False],[False]
36,late,5,36,700,7,440,"[392, 392]","['lower', 'lower']","[4, 7]",2,101,1,2337,"[-48, -48]","[48, 48]"
-48,early,4,48,700,7,192,"[440, 220, 440]","['higher', 'higher', 'higher']","[7, 6, 3]",3,102,1,2096,"[248, 28, 248]","[248, 28, 248]"
,,,,700,7,40000,,,,,103,1,2136,[False],[False]
-48,early,5,48,700,7,440,[False],['standard'],[False],0,104,1,2265,[False],[False]
-80,early,6,80,700,7,440,"[192, 192, 392]","['lower', 'lower', 'lower']","[4, 2, 3]",3,105,1,2371,"[-248, -248, -48]","[248, 248, 48]"
125,late,6,125,700,7,392,[False],['standard'],[False],0,106,1,2192,[False],[False]
,,,,700,7,40000,,,,,107,1,2401,[False],[False]
27,late,6,27,700,7,192,[False],['standard'],[False],0,108,1,2481,[False],[False]
-80,early,4,80,700,7,192,"[392, 440, 392]","['higher', 'higher', 'higher']","[6, 2, 7]",3,1,2,2054,"[200, 248, 200]","[200, 248, 200]"
-19,early,4,19,700,7,220,[192],['lower'],[7],1,2,2,2377,[-28],[28]
,,,,700,7,40000,,,,,3,2,2456,[False],[False]
80,late,6,80,700,7,440,"[220, 192, 192]","['lower', 'lower', 'lower']","[3, 5, 4]",3,4,2,2177,"[-220, -248, -248]","[220, 248, 248]"
,,,,700,7,40000,,,,,5,2,2207,[False],[False]
48,late,4,48,700,7,392,[220],['lower'],[2],1,6,2,2458,[-172],[172]
19,late,6,19,700,7,440,[192],['lower'],[3],1,7,2,2349,[-248],[248]
-100,early,5,100,700,7,440,[False],['standard'],[False],0,8,2,2212,[False],[False]
,,,,700,7,40000,,,,,9,2,2232,[False],[False]
-4,early,6,4,700,7,220,"[392, 440]","['higher', 'higher']","[2, 3]",2,10,2,2477,"[172, 220]","[172, 220]"
,,,,700,7,40000,,,,,11,2,2093,[False],[False]
-4,early,5,4,700,7,440,"[392, 392]","['lower', 'lower']","[3, 4]",2,12,2,2109,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,13,2,2007,[False],[False]
48,late,6,48,700,7,220,[392],['higher'],[2],1,14,2,2324,[172],[172]
,,,,700,7,40000,,,,,15,2,2473,[False],[False]
-8,early,4,8,700,7,440,[False],['standard'],[False],0,16,2,2134,[False],[False]
-80,early,4,80,700,7,192,"[392, 440, 392]","['higher', 'higher', 'higher']","[6, 2, 7]",3,17,2,2061,"[200, 248, 200]","[200, 248, 200]"
80,late,6,80,700,7,440,"[220, 192, 192]","['lower', 'lower', 'lower']","[3, 5, 4]",3,18,2,2311,"[-220, -248, -248]","[220, 248, 248]"
,,,,700,7,40000,,,,,19,2,2460,[False],[False]
8,late,6,8,700,7,440,"[192, 192]","['lower', 'lower']","[5, 4]",2,20,2,2301,"[-248, -248]","[248, 248]"
,,,,700,7,40000,,,,,21,2,2483,[False],[False]
19,late,4,19,700,7,192,[False],['standard'],[False],0,22,2,2224,[False],[False]
,,,,700,7,40000,,,,,23,2,2145,[False],[False]
-27,early,4,27,700,7,392,[False],['standard'],[False],0,24,2,2023,[False],[False]
13,late,5,13,700,7,192,"[220, 220]","['higher', 'higher']","[3, 2]",2,25,2,2064,"[28, 28]","[28, 28]"
,,,,700,7,40000,,,,,26,2,2201,[False],[False]
125,late,6,125,700,7,392,[False],['standard'],[False],0,27,2,2250,[False],[False]
,,,,700,7,40000,,,,,28,2,2322,[False],[False]
4,late,4,4,700,7,192,"[392, 392]","['higher', 'higher']","[6, 7]",2,29,2,2418,"[200, 200]","[200, 200]"
-8,early,4,8,700,7,440,[False],['standard'],[False],0,30,2,2129,[False],[False]
,,,,700,7,40000,,,,,31,2,2451,[False],[False]
0,on_time,6,0,700,7,220,"[440, 440]","['higher', 'higher']","[2, 3]",2,32,2,2180,"[220, 220]","[220, 220]"
,,,,700,7,40000,,,,,33,2,2374,[False],[False]
4,late,4,4,700,7,192,"[392, 392]","['higher', 'higher']","[6, 7]",2,34,2,2031,"[200, 200]","[200, 200]"
4,late,4,4,700,7,192,"[392, 392]","['higher', 'higher']","[6, 7]",2,35,2,2402,"[200, 200]","[200, 200]"
-8,early,6,8,700,7,192,"[220, 440]","['higher', 'higher']","[2, 5]",2,36,2,2480,"[28, 248]","[28, 248]"
63,late,4,63,700,7,220,"[440, 440]","['higher', 'higher']","[6, 7]",2,37,2,2239,"[220, 220]","[220, 220]"
13,late,4,13,700,7,392,"[440, 220]","['higher', 'lower']","[3, 2]",2,38,2,2315,"[48, -172]","[48, 172]"
-13,early,6,13,700,7,192,"[392, 392]","['higher', 'higher']","[3, 2]",2,39,2,2397,"[200, 200]","[200, 200]"
0,on_time,4,0,700,7,392,"[192, 192, 440]","['lower', 'lower', 'higher']","[3, 2, 7]",3,40,2,2091,"[-200, -200, 48]","[200, 200, 48]"
,,,,700,7,40000,,,,,41,2,2412,[False],[False]
4,late,6,4,700,7,192,[False],['standard'],[False],0,42,2,2486,[False],[False]
,,,,700,7,40000,,,,,43,2,2293,[False],[False]
125,late,5,125,700,7,440,"[392, 392, 392]","['lower', 'lower', 'lower']","[4, 3, 7]",3,44,2,2348,"[-48, -48, -48]","[48, 48, 48]"
36,late,6,36,700,7,220,[392],['higher'],[4],1,45,2,2036,[172],[172]
-36,early,6,36,700,7,392,[False],['standard'],[False],0,46,2,2153,[False],[False]
,,,,700,7,40000,,,,,47,2,2489,[False],[False]
-63,early,5,63,700,7,220,"[392, 392]","['higher', 'higher']","[4, 2]",2,48,2,2048,"[172, 172]","[172, 172]"
,,,,700,7,40000,,,,,49,2,2370,[False],[False]
36,late,4,36,700,7,392,"[220, 192]","['lower', 'lower']","[6, 3]",2,50,2,2465,"[-172, -200]","[172, 200]"
,,,,700,7,40000,,,,,51,2,2395,[False],[False]
-36,early,6,36,700,7,392,[False],['standard'],[False],0,52,2,2307,[False],[False]
-27,early,6,27,700,7,220,"[392, 440]","['higher', 'higher']","[3, 4]",2,53,2,2189,"[172, 220]","[172, 220]"
,,,,700,7,40000,,,,,54,2,2490,[False],[False]
-48,early,5,48,700,7,440,[False],['standard'],[False],0,55,2,2229,[False],[False]
-8,early,6,8,700,7,192,"[220, 440]","['higher', 'higher']","[2, 5]",2,56,2,2113,"[28, 248]","[28, 248]"
0,on_time,5,0,700,7,440,[False],['standard'],[False],0,57,2,2047,[False],[False]
,,,,700,7,40000,,,,,58,2,2334,[False],[False]
-36,early,4,36,700,7,392,"[440, 220]","['higher', 'lower']","[2, 6]",2,59,2,2122,"[48, -172]","[48, 172]"
-63,early,5,63,700,7,220,"[392, 392]","['higher', 'higher']","[4, 2]",2,60,2,2500,"[172, 172]","[172, 172]"
,,,,700,7,40000,,,,,61,2,2080,[False],[False]
48,late,5,48,700,7,440,"[220, 392]","['lower', 'lower']","[4, 2]",2,62,2,2452,"[-220, -48]","[220, 48]"
-13,early,5,13,700,7,192,[False],['standard'],[False],0,63,2,2218,[False],[False]
,,,,700,7,40000,,,,,64,2,2175,[False],[False]
-125,early,5,125,700,7,192,[False],['standard'],[False],0,65,2,2344,[False],[False]
,,,,700,7,40000,,,,,66,2,2220,[False],[False]
8,late,5,8,700,7,220,[192],['lower'],[3],1,67,2,2345,[-28],[28]
80,late,5,80,700,7,220,[192],['lower'],[7],1,68,2,2164,[-28],[28]
,,,,700,7,40000,,,,,69,2,2072,[False],[False]
-100,early,4,100,700,7,192,[False],['standard'],[False],0,70,2,2463,[False],[False]
,,,,700,7,40000,,,,,71,2,2329,[False],[False]
-13,early,6,13,700,7,192,"[392, 392]","['higher', 'higher']","[3, 2]",2,72,2,2011,"[200, 200]","[200, 200]"
-27,early,5,27,700,7,220,"[392, 192, 440]","['higher', 'lower', 'higher']","[7, 4, 3]",3,73,2,2123,"[172, -28, 220]","[172, 28, 220]"
0,on_time,6,0,700,7,220,"[440, 440]","['higher', 'higher']","[2, 3]",2,74,2,2214,"[220, 220]","[220, 220]"
,,,,700,7,40000,,,,,75,2,2025,[False],[False]
100,late,4,100,700,7,392,[False],['standard'],[False],0,76,2,2430,[False],[False]
,,,,700,7,40000,,,,,77,2,2312,[False],[False]
8,late,4,8,700,7,220,[False],['standard'],[False],0,78,2,2042,[False],[False]
,,,,700,7,40000,,,,,79,2,2495,[False],[False]
63,late,4,63,700,7,220,"[440, 440]","['higher', 'higher']","[6, 7]",2,80,2,2234,"[220, 220]","[220, 220]"
125,late,5,125,700,7,440,"[392, 392, 392]","['lower', 'lower', 'lower']","[4, 3, 7]",3,81,2,2444,"[-48, -48, -48]","[48, 48, 48]"
,,,,700,7,40000,,,,,82,2,2032,[False],[False]
-100,early,5,100,700,7,440,[False],['standard'],[False],0,83,2,2210,[False],[False]
4,late,5,4,700,7,392,[False],['standard'],[False],0,84,2,2146,[False],[False]
-80,early,5,80,700,7,220,[440],['higher'],[4],1,85,2,2168,[220],[220]
-4,early,6,4,700,7,220,"[392, 440]","['higher', 'higher']","[2, 3]",2,86,2,2453,"[172, 220]","[172, 220]"
-4,early,6,4,700,7,220,"[392, 440]","['higher', 'higher']","[2, 3]",2,87,2,2026,"[172, 220]","[172, 220]"
,,,,700,7,40000,,,,,88,2,2275,[False],[False]
27,late,5,27,700,7,440,[392],['lower'],[4],1,89,2,2167,[-48],[48]
63,late,4,63,700,7,220,"[440, 440]","['higher', 'higher']","[6, 7]",2,90,2,2459,"[220, 220]","[220, 220]"
-125,early,5,125,700,7,192,[False],['standard'],[False],0,91,2,2030,[False],[False]
,,,,700,7,40000,,,,,92,2,2276,[False],[False]
80,late,6,80,700,7,440,"[220, 192, 192]","['lower', 'lower', 'lower']","[3, 5, 4]",3,93,2,2446,"[-220, -248, -248]","[220, 248, 248]"
,,,,700,7,40000,,,,,94,2,2157,[False],[False]
0,on_time,4,0,700,7,440,"[220, 192]","['lower', 'lower']","[2, 3]",2,95,2,2209,"[-220, -248]","[220, 248]"
-13,early,4,13,700,7,192,[440],['higher'],[3],1,96,2,2243,[248],[248]
,,,,700,7,40000,,,,,97,2,2003,[False],[False]
36,late,4,36,700,7,392,"[220, 192]","['lower', 'lower']","[6, 3]",2,98,2,2464,"[-172, -200]","[172, 200]"
-80,early,6,80,700,7,440,"[192, 192, 392]","['lower', 'lower', 'lower']","[4, 2, 3]",3,99,2,2422,"[-248, -248, -48]","[248, 248, 48]"
,,,,700,7,40000,,,,,100,2,2378,[False],[False]
36,late,5,36,700,7,440,"[392, 392]","['lower', 'lower']","[4, 7]",2,101,2,2320,"[-48, -48]","[48, 48]"
19,late,6,19,700,7,440,[192],['lower'],[3],1,102,2,2353,[-248],[248]
,,,,700,7,40000,,,,,103,2,2027,[False],[False]
0,on_time,5,0,700,7,220,[False],['standard'],[False],0,104,2,2354,[False],[False]
19,late,5,19,700,7,392,[False],['standard'],[False],0,105,2,2051,[False],[False]
27,late,4,27,700,7,440,[392],['lower'],[2],1,106,2,2125,[-48],[48]
,,,,700,7,40000,,,,,107,2,2409,[False],[False]
8,late,6,8,700,7,440,"[192, 192]","['lower', 'lower']","[5, 4]",2,108,2,2204,"[-248, -248]","[248, 248]"
48,late,6,48,700,7,220,[392],['higher'],[2],1,1,3,2163,[172],[172]
48,late,6,48,700,7,220,[392],['higher'],[2],1,2,3,2094,[172],[172]
,,,,700,7,40000,,,,,3,3,2254,[False],[False]
-4,early,5,4,700,7,440,"[392, 392]","['lower', 'lower']","[3, 4]",2,4,3,2445,"[-48, -48]","[48, 48]"
-13,early,6,13,700,7,192,"[392, 392]","['higher', 'higher']","[3, 2]",2,5,3,2431,"[200, 200]","[200, 200]"
-100,early,5,100,700,7,440,[False],['standard'],[False],0,6,3,2115,[False],[False]
19,late,5,19,700,7,392,[False],['standard'],[False],0,7,3,2102,[False],[False]
,,,,700,7,40000,,,,,8,3,2002,[False],[False]
19,late,4,19,700,7,192,[False],['standard'],[False],0,9,3,2141,[False],[False]
,,,,700,7,40000,,,,,10,3,2380,[False],[False]
-48,early,6,48,700,7,220,"[392, 392, 192]","['higher', 'higher', 'lower']","[3, 2, 5]",3,11,3,2149,"[172, 172, -28]","[172, 172, 28]"
48,late,5,48,700,7,440,"[220, 392]","['lower', 'lower']","[4, 2]",2,12,3,2211,"[-220, -48]","[220, 48]"
,,,,700,7,40000,,,,,13,3,2101,[False],[False]
27,late,4,27,700,7,440,[392],['lower'],[2],1,14,3,2084,[-48],[48]
,,,,700,7,40000,,,,,15,3,2496,[False],[False]
-13,early,4,13,700,7,192,[440],['higher'],[3],1,16,3,2429,[248],[248]
,,,,700,7,40000,,,,,17,3,2226,[False],[False]
36,late,6,36,700,7,220,[392],['higher'],[4],1,18,3,2274,[172],[172]
,,,,700,7,40000,,,,,19,3,2038,[False],[False]
100,late,5,100,700,7,392,[False],['standard'],[False],0,20,3,2199,[False],[False]
,,,,700,7,40000,,,,,21,3,2068,[False],[False]
-48,early,4,48,700,7,192,"[440, 220, 440]","['higher', 'higher', 'higher']","[7, 6, 3]",3,22,3,2071,"[248, 28, 248]","[248, 28, 248]"
0,on_time,6,0,700,7,220,[192],['lower'],[3],1,23,3,2039,[-28],[28]
100,late,4,100,700,7,392,[False],['standard'],[False],0,24,3,2049,[False],[False]
125,late,4,125,700,7,392,[440],['higher'],[7],1,25,3,2098,[48],[48]
,,,,700,7,40000,,,,,26,3,2425,[False],[False]
-100,early,4,100,700,7,192,[False],['standard'],[False],0,27,3,2171,[False],[False]
-8,early,4,8,700,7,440,[False],['standard'],[False],0,28,3,2494,[False],[False]
,,,,700,7,40000,,,,,29,3,2379,[False],[False]
4,late,6,4,700,7,192,[False],['standard'],[False],0,30,3,2260,[False],[False]
63,late,6,63,700,7,220,[392],['higher'],[5],1,31,3,2009,[172],[172]
,,,,700,7,40000,,,,,32,3,2472,[False],[False]
0,on_time,5,0,700,7,220,[False],['standard'],[False],0,33,3,2283,[False],[False]
4,late,5,4,700,7,392,[False],['standard'],[False],0,34,3,2041,[False],[False]
,,,,700,7,40000,,,,,35,3,2143,[False],[False]
-19,early,6,19,700,7,392,"[440, 440, 440]","['higher', 'higher', 'higher']","[4, 3, 2]",3,36,3,2262,"[48, 48, 48]","[48, 48, 48]"
,,,,700,7,40000,,,,,37,3,2216,[False],[False]
-8,early,5,8,700,7,440,"[392, 392]","['lower', 'lower']","[7, 4]",2,38,3,2169,"[-48, -48]","[48, 48]"
36,late,5,36,700,7,440,"[392, 392]","['lower', 'lower']","[4, 7]",2,39,3,2079,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,40,3,2184,[False],[False]
19,late,4,19,700,7,192,[False],['standard'],[False],0,41,3,2176,[False],[False]
-48,early,5,48,700,7,440,[False],['standard'],[False],0,42,3,2454,[False],[False]
,,,,700,7,40000,,,,,43,3,2498,[False],[False]
36,late,6,36,700,7,220,[392],['higher'],[4],1,44,3,2241,[172],[172]
-4,early,4,4,700,7,192,"[220, 220, 220]","['higher', 'higher', 'higher']","[3, 2, 6]",3,45,3,2263,"[28, 28, 28]","[28, 28, 28]"
-8,early,4,8,700,7,440,[False],['standard'],[False],0,46,3,2399,[False],[False]
,,,,700,7,40000,,,,,47,3,2457,[False],[False]
48,late,4,48,700,7,392,[220],['lower'],[2],1,48,3,2277,[-172],[172]
-125,early,4,125,700,7,220,[False],['standard'],[False],0,49,3,2231,[False],[False]
,,,,700,7,40000,,,,,50,3,2342,[False],[False]
48,late,4,48,700,7,392,[220],['lower'],[2],1,51,3,2346,[-172],[172]
,,,,700,7,40000,,,,,52,3,2383,[False],[False]
4,late,6,4,700,7,192,[False],['standard'],[False],0,53,3,2088,[False],[False]
,,,,700,7,40000,,,,,54,3,2015,[False],[False]
-19,early,5,19,700,7,220,[192],['lower'],[4],1,55,3,2439,[-28],[28]
,,,,700,7,40000,,,,,56,3,2330,[False],[False]
-63,early,5,63,700,7,220,"[392, 392]","['higher', 'higher']","[4, 2]",2,57,3,2331,"[172, 172]","[172, 172]"
,,,,700,7,40000,,,,,58,3,2162,[False],[False]
0,on_time,5,0,700,7,440,[False],['standard'],[False],0,59,3,2419,[False],[False]
,,,,700,7,40000,,,,,60,3,2394,[False],[False]
-125,early,6,125,700,7,220,[False],['standard'],[False],0,61,3,2095,[False],[False]
-4,early,6,4,700,7,220,"[392, 440]","['higher', 'higher']","[2, 3]",2,62,3,2103,"[172, 220]","[172, 220]"
,,,,700,7,40000,,,,,63,3,2333,[False],[False]
-36,early,5,36,700,7,192,"[392, 440]","['higher', 'higher']","[2, 7]",2,64,3,2001,"[200, 248]","[200, 248]"
80,late,4,80,700,7,220,[False],['standard'],[False],0,65,3,2497,[False],[False]
-63,early,6,63,700,7,392,"[220, 220]","['lower', 'lower']","[2, 4]",2,66,3,2361,"[-172, -172]","[172, 172]"
-13,early,5,13,700,7,192,[False],['standard'],[False],0,67,3,2471,[False],[False]
,,,,700,7,40000,,,,,68,3,2159,[False],[False]
-80,early,4,80,700,7,192,"[392, 440, 392]","['higher', 'higher', 'higher']","[6, 2, 7]",3,69,3,2389,"[200, 248, 200]","[200, 248, 200]"
-4,early,5,4,700,7,440,"[392, 392]","['lower', 'lower']","[3, 4]",2,70,3,2012,"[-48, -48]","[48, 48]"
-19,early,4,19,700,7,220,[192],['lower'],[7],1,71,3,2132,[-28],[28]
,,,,700,7,40000,,,,,72,3,2421,[False],[False]
-48,early,6,48,700,7,220,"[392, 392, 192]","['higher', 'higher', 'lower']","[3, 2, 5]",3,73,3,2137,"[172, 172, -28]","[172, 172, 28]"
0,on_time,6,0,700,7,220,[192],['lower'],[3],1,74,3,2493,[-28],[28]
,,,,700,7,40000,,,,,75,3,2327,[False],[False]
-19,early,5,19,700,7,220,[192],['lower'],[4],1,76,3,2382,[-28],[28]
,,,,700,7,40000,,,,,77,3,2375,[False],[False]
-48,early,4,48,700,7,192,"[440, 220, 440]","['higher', 'higher', 'higher']","[7, 6, 3]",3,78,3,2355,"[248, 28, 248]","[248, 28, 248]"
80,late,6,80,700,7,440,"[220, 192, 192]","['lower', 'lower', 'lower']","[3, 5, 4]",3,79,3,2182,"[-220, -248, -248]","[220, 248, 248]"
,,,,700,7,40000,,,,,80,3,2065,[False],[False]
13,late,4,13,700,7,392,"[440, 220]","['higher', 'lower']","[3, 2]",2,81,3,2442,"[48, -172]","[48, 172]"
,,,,700,7,40000,,,,,82,3,2468,[False],[False]
